"frostobs" "tobs" "indic" "name" "alti" "date" "flevap" "flir" "fllat" "hu1000" "hu2" "nb" "nc" "nh" "nm" "ntHm3" "nt" "pmer" "rrcv" "rrge" "sncv" "snge" "gradt1" "tprev" "ff" "month" "ddf"
"1898" "0" 0.400000005960464 "51183001" "COURCY" 91 2011-03-24 0.00216370820999148 -719088.506318809 4947.63988161091 34.3698837036982 95.3398810074305 0 0 1.94664664499580 0 3.38437652587891 1.94664664499580 1023.46827638171 0 0 0 0 5.84232069196148 3.95761917215136 1.03029942045125 "3" "E"
"1900" "0" 1.60000002384186 "54526001" "TOMBLAINE" 212 2011-03-24 0.00635419988798686 -651069.08539499 15476.3037109372 43.3097266069494 90.4762822793182 0 0 7.44496745930837 0 6.0816322075002 7.44496745930837 1024.43419126850 0 0 0 0 6.04719949331832 3.54817248317783 2.09424759473430 "3" "S"
"1901" "0" 4.09999990463257 "59343001" "LESQUIN" 47 2011-03-24 0.00146789359860122 -722826.61174317 4703.99462890622 74.2782036918232 98.8981372099367 0.502655796408814 0 4.97609110891834 0 6.82046774685431 5.16312237024338 1023.56049998283 0 0 0 0 2.40869048431512 4.77773009836675 0.672745294926235 "3" "C"
"1902" "0" 3.5 "63113001" "CLERMONT-FERRAND" 331 2011-03-24 -0.0147998833841708 -947845.129396795 -36484.3249803774 19.7369926040949 49.3797432298239 0 0 0.0274978411252966 0 1.14822806952724 0.0274978411252966 1025.03349678879 0 0 0 0 3.68872635095071 5.21326239354094 2.05837667907739 "3" "S"
"1903" "0" 3.70000004768372 "67124001" "ENTZHEIM" 150 2011-03-24 -0.00035292346501592 -729767.545375347 -1824 44.334967345128 79.7596165873983 0 0 6.98116747647873 0 6.6565839460527 6.98116747647873 1024.85095987921 0 0 0 0 3.99156502992264 4.63666511787744 1.67465238084174 "3" "S"
"1904" "0" 5.5 "69029001" "BRON" 197 2011-03-24 -0.00146421209876025 -802091.818144955 -4363.48437500003 24.3361844608018 72.2250733994162 0 0 0.141047028345380 0 0 0.141047028345380 1026.16400017663 0 0 0 0 3.6037725458159 5.31699590427672 1.21832691898827 "3" "E"
"1905" "0" 8.19999980926514 "75114001" "PARIS-14E" 75 2011-03-24 0.000283148784706830 -717896.220363398 529.806040145497 31.7944575871959 96.4471313421255 0 0 0.143522358828249 0 0 0.143522358828249 1023.40106032591 0 0 0 0 5.35676710760946 5.18434089092455 0.288766886112764 "3" "C"
"1906" "0" 6.80000019073486 "76116001" "BOOS" 151 2011-03-24 0.00317867052806875 -734727.550368635 7372.21261017021 32.608736568748 93.672064944336 0 0 0 0 0 0 1023.09046683788 0 0 0 0 4.07183589644672 5.59421737921901 1.2987468351315 "3" "E"
"1907" "0" 5 "80001001" "ABBEVILLE" 70 2011-03-24 0.00207912204783154 -740600.886548414 4905.63691389554 40.6510230747706 94.3655905825977 0 0 0 0 0 0 1023.23161564732 0 0 0 0 2.99327013342555 4.83321582824885 1.47977782629383 "3" "E"
"1908" "0" 6.09999990463257 "86027001" "BIARD" 123 2011-03-24 -0.00425174777708161 -891438.828468993 -9929.98208340448 41.3754042697052 54.1719226534384 0 0 0.178541880100965 0 0 0.178541880100965 1023.60837638405 0 0 0 0 3.16860525492091 5.23989517304349 2.06810467870302 "3" "S"
"1909" "0" 7.09999990463257 "87085006" "LIMOGES" 402 2011-03-24 -0.00465068073712161 -932613.61112925 -12021.7745516375 34.4266792424839 51.1762417240382 0 0 0 0 0.357709825038913 0 1024.43223354340 0 0 0 0 2.12878198921681 4.62119090661519 1.86695358806087 "3" "E"
"1910" "0" 5.59999990463257 "13054001" "MARIGNANE" 9 2011-03-25 -0.00116108377679331 -629448.038963601 -3873.17233574406 24.4661464404118 95.5552832902143 1.18587591822324 0 3.74754568512617 0 5.30299433362779 4.37337591822324 1018.96319213867 0 0 0 0 1.22071068909691 5.7722729078165 1.12011180866968 "3" "E"
"1911" "0" 5.59999990463257 "14137001" "CARPIQUET" 67 2011-03-25 -0.000464270910015344 -492993.951048194 -2240 62.5506030361638 81.6051310345163 1.25650041794380 0.827421390508204 5.84795941498147 0.68441493387293 3.64760266616942 6.29110514580276 1015.29689159751 0 0 0 0 0.614887340282884 6.62657569876432 1.20700929277000 "3" "S"
"1912" "0" 4 "20004002" "AJACCIO" 5 2011-03-25 -0.00143516164712309 -750729.815741062 -4492.92469978332 60.7942883452324 74.2223277702578 0 0 0 0.0649991035461419 0.447905974200693 0.0649991035461419 1019.90492799231 8.1442633245393e-05 0 0 0 0.0518974841397762 5.10502093281103 0.862151230489556 "3" "C"
"1913" "0" 5.40000009536743 "21473001" "OUGES" 219 2011-03-25 -0.0072280584946611 -632895.579004407 -18555.3716459274 53.2868820822841 73.9698142018085 1.07732472494536 0.037449774317793 3.70250034332275 5.44203787199513 6.54499686326017 6.63229596053134 1017.23415798008 0.0786307623599783 0 0 0 1.07221625425518 5.69610060684283 1.79257733420624 "3" "S"
"1914" "0" 5.09999990463257 "25056001" "BESANCON" 307 2011-03-25 -0.018381948435497 -850871.417745389 -45255.7747726738 53.4489788975343 52.7651139833523 0 0.385683844322557 7.45413346984333 3.3481590498659 3.73499935865402 7.59062671661377 1017.55940291755 0.00928177900010141 0 0 0 -1.08951650576932 6.52176993772503 2.32618555712839 "3" "S"
"1915" "0" 7 "31069001" "BLAGNAC" 151 2011-03-25 0.0059704752638936 -802560.577020095 13512.5400390625 47.5792331969896 95.9519925358452 1.81447103762937 0 1.57617668956004 0 2.65625858153250 3.00744752580751 1017.95140202093 0 0 0 0 1.27080058155388 8.51635050217528 3.35695712389284 "3" "E"
"1916" "0" 8.5 "33281001" "MERIGNAC" 47 2011-03-25 -0.00192663669588543 -424092.742027594 -4861.59975576033 66.3496595492792 87.6058423046943 2.47701493803617 0 4.45666599273682 1.71291427612606 7.23709128498728 5.60997695924061 1016.17505860329 0.000133550912094553 0 0 0 -0.661806551750912 10.4392606239872 2.13003141701135 "3" "S"
"1917" "0" 6.09999990463257 "34154001" "MAUGUIO" 2 2011-03-25 -0.0497279656205948 -787079.833396812 -124049.890111486 75.4026359368723 90.9777671551724 0.289805214610182 0 1.96041905879975 0.0394793450832367 4.58247116887016 2.13280704522755 1019.13155825615 0 0.000283761934333895 0 0 -1.32161423908369 6.67986702539086 2.07498931682728 "3" "N"
"1918" "0" 6.40000009536743 "35281001" "SAINT-JACQUES-DE-LA-LANDE" 36 2011-03-25 0.00190136636148708 -527975.057456129 4559.361328125 59.7519425757426 95.5787908828803 0 0.165078729515700 7.08145946264267 3.61235271895112 7.03154425811408 7.49947971105576 1014.78132500649 0.000605137359364968 0 0 0 2.74564874172211 6.27228892439337 1.27810992312581 "3" "E"
"1919" "0" 5.5 "44020001" "BOUGUENAIS" 26 2011-03-25 9.15466000073281e-05 -599747.240253063 -1216.03124999996 61.0904540221588 88.4268396516203 0 0 6.05698720076952 1.94026436596027 7.11396817406738 6.5257362470952 1015.00370793892 0 0 0 0 2.29712644679300 6.99423192349486 1.8907895557553 "3" "E"
"1920" "0" 8 "45055001" "BRICY" 125 2011-03-25 -0.000402156848261725 -744025.295776367 -192 33.7394117723051 84.1346826804001 0.323263719844022 0 4.72708275914192 3.58715337498268 4.22395242700816 5.42326408641259 1015.86068037505 0 0 0 0 0.212374366736810 7.69618936123175 1.78279799101802 "3" "S"
"1921" "0" 6 "51183001" "COURCY" 91 2011-03-25 -0.000640869140625 -480509.213911057 -1140.02976322171 36.5854164682333 85.4802278540888 2.89303416281477 0 0.355731010437017 7.66729032457807 2.83679471709183 7.66729032457807 1015.59861662366 0.00221837347100981 0 0 0 0.817723592052061 6.35670730511049 0.868643638467975 "3" "C"
"1923" "0" 5.09999990463257 "54526001" "TOMBLAINE" 212 2011-03-25 -0.0104493485349517 -679159.906271649 -26281.1490016586 64.3588706395562 70.766231254174 0 3.55677613152865 3.36562222242355 3.51450218491846 3.31768048869299 4.21137996249491 1016.05363876004 0.057635790792611 0 0 0 0.823035147456483 5.3068179372283 3.17993611101141 "3" "S"
"1924" "0" 5.30000019073486 "59343001" "LESQUIN" 47 2011-03-25 -0.00141846009995918 -670156.530224704 -4288 89.405755834656 73.7313122670162 2.66546172440164 0 0.619219310879546 1.71359976351281 3.35765602529 4.28468711495498 1016.42177495251 0 0 0 0 -2.91294716686002 6.86494467839588 2.62834117118424 "3" "E"
"1925" "0" 6.40000009536743 "63113001" "CLERMONT-FERRAND" 331 2011-03-25 -0.000817469321191321 -791578.134777248 -2240 60.4278216642002 81.7553156384207 0 0 4.14593703866558 0 3.66250369309273 4.14593703866558 1017.59222426529 0 0 0 0 -0.216469139215405 6.49406379828874 2.30589634386003 "3" "W"
"1926" "0" 6.09999990463257 "67124001" "ENTZHEIM" 150 2011-03-25 -0.00792166220730905 -823423.6200521 -17940.6353807449 55.2221959405415 57.5713203393548 0 0.0369184833834879 3.57646036148071 3.11012394784484 2.52695687502273 4.17331298082718 1015.95469154358 0 0 0 0 0.202499489263573 6.34870888255102 2.39313569210283 "3" "S"
"1927" "0" 3.59999990463257 "69029001" "BRON" 197 2011-03-25 -0.00182089438727930 -909008.666992188 -3588.16706892849 39.7994819599475 68.324239751918 0.4375 0 1.61000707511357 1.68482540164403 1.81375816230229 2.49242334152767 1018.46122539520 0 0 0 0 0.915509661605021 6.63997420343947 2.27979840981375 "3" "S"
"1928" "0" 12.3000001907349 "75114001" "PARIS-14E" 75 2011-03-25 -0.00533903684031842 -466471.543379947 -11816.9151180383 55.4987611035089 71.4136366682216 0.0355591637026005 0 3.65763429974096 3.27174589278909 6.79613697085053 4.64915131635007 1015.43248563032 0.0011337740658828 0 0 0 -1.68538583501379 9.95268570038946 1.08504728928304 "3" "N"
"1929" "0" 7.19999980926514 "76116001" "BOOS" 151 2011-03-25 -0.00113565649371595 -528835.619613787 -3692.02858261021 55.068290861389 76.2914300929894 0.963152571280838 0 5.69117471920561 3.69130334492081 7.56431932513363 6.24318636153362 1015.62132476807 1.52183660064851e-05 0 0 0 -1.37639325709367 8.43635621062253 1.28721611584941 "3" "E"
"1930" "0" 7 "80001001" "ABBEVILLE" 70 2011-03-25 2.23815441131522e-05 -438460.504077003 -1304.96992170812 64.6883908681885 92.0347679395171 0 0 0.070264044401483 5.44833669661968 3.9753158390522 5.48230184315618 1016.04325867653 0 0 0 0 -0.74690568894402 6.89419707656418 1.54352364911939 "3" "E"
"1931" "0" 7.5 "86027001" "BIARD" 123 2011-03-25 -0.00378127433015459 -320719.433740783 -7580.55791680882 69.6863536996804 85.1605913697058 0.00110472908056661 0 6.5547924041748 1.86264294216597 7.3047924041748 6.81760432198644 1016.33345802903 0 0 0 0 -0.178177727471109 8.81659413174822 3.41282491464163 "3" "S"
"1932" "0" 7.19999980926514 "87085006" "LIMOGES" 402 2011-03-25 -0.00121094710737425 -552954.61991332 -2752.0009765625 69.0752594496538 77.1673100465998 0.790054702062666 0 4.9681571241713 3.61151927043922 6.06008235111722 5.67826203669075 1017.51453373326 0 0 0 0 -0.236909915952771 7.38748963983175 2.31428406660445 "3" "E"
"1933" "0" 12.3999996185303 "13054001" "MARIGNANE" 9 2011-03-26 -0.0595939560279959 -91178.7968569994 -147641.470882922 98.858775536506 89.0053760142727 7.89421525175749 2.52657052425274 7.03567304785429 4.02951789464714 7.9813002603787 7.9899999499321 1015.05507624491 0.376086055230928 0.154186734099112 0 0 -5.56719059954093 10.7861642662380 4.27014535787119 "3" "E"
"1934" "0" 9.10000038146973 "14137001" "CARPIQUET" 67 2011-03-26 0.000225910467488883 -469669.801864474 -5.89050994999346 63.7801265816635 98.1847460276732 1.49211923942903 0 7.27808361335661 3.01489199325446 5.80068437217742 7.51797884910372 1010.25964525647 0.000219403229348539 0 0 0 0.420103034919478 6.10218283139422 0.59985355708716 "3" "C"
"1935" "0" 6.5 "20004002" "AJACCIO" 5 2011-03-26 -0.000913999868998809 -605169.903358698 -1430.39746522887 73.1261153147443 95.6050690897086 1.01009091144078 0 3.43959435500437 0.201361825893399 1.68013221124420 3.98753716581268 1017.64952514648 6.4444154759262e-06 0 0 0 1.43687909482105 5.75577373786074 0.495393329734936 "3" "C"
"1936" "0" 8.30000019073486 "21473001" "OUGES" 219 2011-03-26 -0.00641596139803368 -400897.498159408 -14368.6175556182 52.5208122448021 84.730723525604 0.0296777655312329 0 7.54791641235352 2.75525922425732 6.25036805587297 7.66010427474976 1012.05890969960 0.139588361869301 0 0 0 0.0817534555317232 7.6815778190554 1.24024034665288 "3" "S"
"1937" "0" 8.10000038146973 "25056001" "BESANCON" 307 2011-03-26 -0.0081629600444515 -640219.511862077 -20981.5558241308 52.297660626478 69.1459918701181 0.181632537626683 0.0272565076584215 7.17986115021813 3.61517168371302 4.42742666787672 7.53538091876453 1011.94472536087 0.0421807361415176 0 0 0 0.0405321128789637 6.81695594978066 2.00494876296571 "3" "E"
"1938" "0" 11.1999998092651 "31069001" "BLAGNAC" 151 2011-03-26 -0.00331118939239703 -571512.539221907 -8061.27541579702 48.7229389819007 84.0760120773159 0.281878589047443 0.0556953087500458 8 5.16503001898013 8 8 1010.34290187406 0.000978752773070455 0 0 0 0.440829539677971 10.5409814577588 5.84033053708349 "3" "S"
"1939" "0" 11.8999996185303 "33281001" "MERIGNAC" 47 2011-03-26 -0.197818160734378 -142875.089036526 -489957.529180003 67.958969954705 96.3546358811412 5.33375164121389 1.83315192471897 8 7.20833779871463 8 8 1009.78926026106 0.398626894230221 0.245086182513402 0 0 -5.20079371408081 11.807342421636 2.91141816396133 "3" "S"
"1940" "0" 13 "34154001" "MAUGUIO" 2 2011-03-26 -0.0589501532368243 -91087.0522011432 -146904.356327603 100.008918438107 96.7845059654965 8 0 7.98562479019165 1.50850617546121 8 8 1013.70479070663 0.000308432383462787 1.62899096550063 0 0 -4.84413955106051 11.0720768666821 5.40555027512175 "3" "E"
"1941" "0" 9.39999961853027 "35281001" "SAINT-JACQUES-DE-LA-LANDE" 36 2011-03-26 -0.0331081542393577 -95628.3125020414 -81736.8999145925 84.5977229492725 91.5571302567305 7.11590041721047 1.20143347903833 8 6.16832274210993 8 8 1008.38130393345 0.352779300631706 0.00551630898198148 0 0 -2.08696033799379 9.88643045070455 3.59191672331077 "3" "E"
"1942" "0" 11.8000001907349 "44020001" "BOUGUENAIS" 26 2011-03-26 -0.126337000225753 -58847.8292685556 -312704.213348717 88.9644774096383 92.0508642604913 7.61396486479588 6.52838239665995 7.3437526925477 7.72426790455257 8 7.93750190734863 1006.99429418087 1.26029424782810 0.115836105699231 0 0 -3.60263667312671 12.1511650755541 4.60072770299161 "3" "E"
"1943" "0" 9.89999961853027 "45055001" "BRICY" 125 2011-03-26 -0.0366468276039944 -194160.405992253 -91314.4062853772 76.5829699739326 90.137502616275 6.45902934703668 3.45694966747124 6.9291649311781 7.65659768896023 7.9149308504335 7.929513976144 1009.94512542248 0.225616165210462 0 0 0 -2.14739951110522 10.0509019665005 2.93384711558916 "3" "E"
"1944" "0" 3.70000004768372 "51183001" "COURCY" 91 2011-03-26 -0.0255333766997412 -234217.325165272 -63829.6547493941 93.4284572135084 97.5201329303331 4.91203907533783 0 6.69906425476075 5.89114493399392 7.15276059642201 7.4826326823968 1011.98969268799 0.000528824119328663 0.0345782304125357 0 0 -3.88214285027061 8.80788808100044 2.59861608342168 "3" "E"
"1946" "0" 6.5 "54526001" "TOMBLAINE" 212 2011-03-26 -0.0543658653584062 -57910.8252604751 -134628.237347983 98.6454342864474 97.809328504632 8 0.390406756912489 6.17471443547082 7.99403000937627 8 8 1013.23856729168 0.0801194929893083 2.1616053163794 0 0 -3.01963893108927 7.01171855893552 1.40338560348255 "3" "E"
"1947" "0" 5.59999990463257 "59343001" "LESQUIN" 47 2011-03-26 -0.140888603711459 -93679.3446630872 -349804.631884671 76.378056032581 93.2390021684098 8 4.15468536019488 1.85937243700026 8 8 8 1012.89077458630 0.827001657150467 0.218544494695903 0 0 -2.86985045477752 6.37743440672762 2.91746479595271 "3" "E"
"1948" "0" 9.69999980926514 "63113001" "CLERMONT-FERRAND" 331 2011-03-26 -0.004474216345784 -735165.316614091 -10752.2816798686 32.4979730076308 55.2498699027695 0 0 7.71707792401866 3.42104311109142 6.03250062465668 7.72113719226035 1010.51555312462 0 0 0 0 -0.181654737611100 8.06768638676808 2.51709294264126 "3" "S"
"1949" "0" 6.30000019073486 "67124001" "ENTZHEIM" 150 2011-03-26 -0.0572377951580165 -136992.561242819 -142684.486727715 93.597669597159 97.512400621099 8 0 6.86814077256713 8 8 8 1013.80465797424 9.74840088474593e-05 3.3835840410884 0 0 -2.46457996108074 6.94281629077307 1.79146451302925 "3" "N"
"1950" "0" 10.8000001907349 "69029001" "BRON" 197 2011-03-26 -0.00416498681464363 -793693.893406474 -10687.402497232 34.3133497729578 82.8005498138836 0 0 7.48385831011092 2.12854647636413 5.6509458101218 7.61385503177098 1012.61879258081 0 0 0 0 -0.241200015959062 9.11079019419674 6.05062411249781 "3" "S"
"1951" "0" 10.1999998092651 "75114001" "PARIS-14E" 75 2011-03-26 -0.0337015818427914 -281095.590065014 -82886.9429043156 87.8116552437629 95.3941599827555 2.30420331777441 0 6.90022745043688 2.94253794969426 7.00014256061422 7.3124147287076 1010.85369161606 4.00251639582957e-05 0.000449512512524574 0 0 -4.03877927020518 10.5306207366757 1.47210079352586 "3" "E"
"1952" "0" 9.10000038146973 "76116001" "BOOS" 151 2011-03-26 0.0239147003201286 -643106.295599826 59984.9442794418 79.547521713226 98.9867798388022 2.88781725892317 0 5.66861661923815 3.55958226323128 4.68722599055151 6.66022159614828 1010.97863470188 0 0.00458561897677967 0 0 -1.59041857547010 7.28433208197134 1.79042296493697 "3" "E"
"1953" "0" 6.5 "80001001" "ABBEVILLE" 70 2011-03-26 -0.0397808590906263 -218972.450560376 -98415.7190923385 94.568116218985 96.2445628398335 5.44471755025733 0 0 2.82191736997445 6.5444713473371 5.74742778537619 1011.70507666683 0 0.000940097635492534 0 0 -3.96019356847319 8.90351697728614 3.14022329270193 "3" "E"
"1954" "0" 10.3000001907349 "86027001" "BIARD" 123 2011-03-26 -0.0945084303053653 -71898.603952583 -234215.541667524 86.3627764086821 90.9740554639748 5.85749032974894 0 7.5625 7.88796335763482 8 7.99104188010097 1009.44665765643 0.489053456943905 0.97355999773801 0 0 -3.61824961662829 10.9927510608922 4.60335640845754 "3" "S"
"1955" "0" 9.5 "87085006" "LIMOGES" 402 2011-03-26 -0.0510203216105964 -459024.907646056 -126869.652956067 66.3505794359268 80.729580803207 7.908987341571 5.53898292288295 8 7.90625005960464 8 8 1010.43118342983 1.01350496430732 0.000149335997029714 0 0 -2.12666256551757 8.97983229467035 2.34429095595137 "3" "S"
"1956" "0" 9.89999961853027 "13054001" "MARIGNANE" 9 2011-03-27 -0.0353335299340501 -46264.9748099595 -86795.6980073155 100 94.0361588641949 8 6.48335838208002 7.95269069216192 7.29253002860606 7.99376675345957 8 1011.02540671304 1.2783962800328 0.476184723740177 0 0 -5.25337790023059 11.3877502937654 2.82977185327129 "3" "N"
"1957" "0" 3.40000009536743 "14137001" "CARPIQUET" 67 2011-03-27 -0.00420694787207894 -378344.835805441 -9985.88127258037 75.4687899950808 85.5963667505561 3.59366570083433 0 0 0 4.73255199279643 3.59366570083433 1014.47198693938 0.000171223260767566 0 0 0 -2.43432001169535 8.62070116294553 2.1930247358874 "3" "N"
"1958" "0" 14 "20004002" "AJACCIO" 5 2011-03-27 -0.0215173590781885 6206.15238809621 -53083.0462131495 98.3682556993699 95.2792154646204 6.14196864361292 0.260401062987509 3.33753321264521 3.40834769286446 8 6.952422230941 1013.78047366040 0.0835540538500934 0.742631486409664 0 0 -6.22319927861099 11.5065296548433 1.99178008814596 "3" "S"
"1959" "0" 9 "21473001" "OUGES" 219 2011-03-27 -0.022309363727004 -196287.77889812 -54489.9725539685 97.1124253679477 95.0693659435615 7.56192178376659 0.86961551486455 0.185311794281005 6.58656107817659 7.7629694314528 7.69244212754711 1012.55476597012 0.0817646337624184 0.177876506722441 0 0 -5.0402349857759 9.61303479933633 2.43795449013538 "3" "N"
"1960" "0" 9.30000019073486 "25056001" "BESANCON" 307 2011-03-27 -0.0165449744327120 -49959.3118075952 -41286.7461433858 96.8711157600374 97.6078277468275 7.82274393341595 1.39944431000185 0.316006262087285 6.11437916755676 8 7.91024349234158 1012.19535580382 0.0414633509718385 0.26277239936411 0 0 -6.41958460060278 9.91025751970767 0.237287831519619 "3" "C"
"1961" "0" 9.80000019073486 "31069001" "BLAGNAC" 151 2011-03-27 -0.0707948454551741 -449248.213650745 -174203.117776470 91.9959247507524 94.545253837174 4.13921631724154 0 1.03439471719592 1.48941965703308 7.16851381655398 4.62931762487208 1015.45727863836 0.181686801081406 0 0 0 -5.39309996066936 9.4829818695681 3.27910732726209 "3" "W"
"1962" "0" 8.89999961853027 "33281001" "MERIGNAC" 47 2011-03-27 0.00701088332549831 -414812.012268934 17435.5223626868 98.072555845159 97.9825873527254 7.96166801452636 0 0.892919731137119 0.774576583513726 4.6499770298691 7.96166801452636 1013.16700105190 0.000166098715224560 0.0385154409800669 0 0 -4.3825964357787 9.95817016624444 2.21621077959778 "3" "S"
"1963" "0" 8.19999980926514 "34154001" "MAUGUIO" 2 2011-03-27 -0.0757678700447529 -892775.993307634 -186790.37868959 68.9093960337157 86.560229551932 0 0 6.22096899491269 0 4.80439235911468 6.22475454890171 1012.03352739280 7.09404835834737e-05 0.000283761934333895 0 0 -3.00203287983377 9.81421698608152 3.35682732824785 "3" "W"
"1964" "0" 7.09999990463257 "35281001" "SAINT-JACQUES-DE-LA-LANDE" 36 2011-03-27 -0.0180304311206143 -10713.8436658980 -44257.6700819135 76.8257560668261 98.2431172976312 8 0 0 0 8 8 1013.85629943848 0.00048828125 0.105756385259667 0 0 -2.40973486000030 9.01599354639427 0.934612233395212 "3" "C"
"1965" "0" 9.19999980926514 "44020001" "BOUGUENAIS" 26 2011-03-27 -0.0248957296669572 -253311.771418005 -60635.0639449587 64.3043783976824 96.4121527621733 4.25908496398276 0 0.365825544205573 0.567141706081873 7.19941750396926 4.63595534861086 1013.57146742821 0.000244148075580587 0.00390630960464469 0 0 -3.53179028227386 9.29861079608044 1.76442427259197 "3" "E"
"1966" "0" 7.19999980926514 "45055001" "BRICY" 125 2011-03-27 -0.0364291247627015 -286672.963814511 -90047.8813394923 67.4682832699511 97.0877073837183 2.46320094400721 0 0 0.203470140363379 6.3576335307614 2.67708854576586 1013.56966675282 0 0.0105685619741180 0 0 -3.69628282230656 9.12020151875797 2.18022832703213 "3" "N"
"1967" "0" 1.60000002384186 "51183001" "COURCY" 91 2011-03-27 -0.00102193689031083 -822650.307661058 -1216 64.5084728445 83.9046743131461 0 0 0 0 0 0 1014.18583343506 0 0 0 0 -1.56591380199099 4.91823353536315 1.46479451777581 "3" "W"
"1969" "0" 4.80000019073486 "54526001" "TOMBLAINE" 212 2011-03-27 0.005185338430585 -457228.652257590 14133.6203126739 73.1415485187262 99.1245676349516 7.56496877935612 0 0 0 4.98031138578342 7.56496877935612 1013.44006807327 4.66405517478672e-05 0.0242466156267082 0 0 -0.541313477024059 4.4233024617028 0.836199085776324 "3" "C"
"1970" "0" 2.90000009536743 "59343001" "LESQUIN" 47 2011-03-27 -0.00201903907116117 -621847.929277302 -4654.07532226291 82.141850723886 72.3372709290097 7.92265554368577 0 0 0 2.06999710083072 7.92265554368577 1015.82414983997 0 0 0 0 -2.39955765694411 4.31744401693378 2.31586326454478 "3" "N"
"1971" "0" 9.10000038146973 "63113001" "CLERMONT-FERRAND" 331 2011-03-27 -0.0194610504357231 -400183.06576854 -47140.9266642337 89.2066256693453 96.072262974846 1.44706678989314 0 2.53454536085335 2.14302320600110 7.20790610672702 4.07767492418496 1013.96079971313 0.00169794161860154 0 0 0 -5.13424967949322 7.98389388510772 0.597809505638823 "3" "C"
"1972" "0" 4.80000019073486 "67124001" "ENTZHEIM" 150 2011-03-27 -0.000455741400173792 -364721.720851183 -1811.78499460220 73.2431727857602 98.8538888676999 4.21901956974762 0 0 0 4.05098088801606 4.21901956974762 1013.01329294805 0.000144212825716750 0.00988178975967458 0 0 0.261995304863376 3.97089954669502 0.499409614522473 "3" "C"
"1973" "0" 9 "69029001" "BRON" 197 2011-03-27 -0.0584148602776863 -193365.605365672 -144303.916936517 94.5504280811719 95.0135016084527 5.82979109649113 1.23992918176921 7.98989715938024 7.98250272635869 7.88614496822902 8 1013.02303064496 0.241083451457787 2.63051325039437 0 0 -5.68327982388496 9.51349741113938 1.37710202137483 "3" "W"
"1974" "0" 9 "75114001" "PARIS-14E" 75 2011-03-27 -0.000386812544842763 -768352.880262029 -137.071889542120 71.0733129819244 77.1526829301905 0.64039764493056 0 0 0 0.206250190734874 0.64039764493056 1014.31286685944 0 0 0 0 -1.59241356187057 6.96207212498168 1.73218781702109 "3" "N"
"1975" "0" 4.80000019073486 "76116001" "BOOS" 151 2011-03-27 -0.113032279477423 -126052.046098165 -278777.189497476 65.6678009149997 74.955281682123 4.31529983434846 0 0 0.0607418808318647 7.98246844236053 4.31529983434846 1014.72422283062 0 0.133071523229007 0 0 -4.62710554673051 9.34680027692072 2.58040871790823 "3" "E"
"1976" "0" 3.40000009536743 "80001001" "ABBEVILLE" 70 2011-03-27 -0.000688071129843593 -814425.42731969 -1216 81.0575425764625 82.3745224612445 0.7920323878552 0 0 0 0.183540970087053 0.7920323878552 1015.75055110073 0 0 0 0 -1.41254308373754 4.41307345406051 2.6471200871784 "3" "E"
"1977" "0" 9.10000038146973 "86027001" "BIARD" 123 2011-03-27 0.00149578042724885 -452111.061363914 3209.73943536357 87.4513265496891 99.7204377771679 5.27676030383814 0 2.91037761961854 1.82820206050853 7.94975955327135 6.27336136590315 1013.75540016770 0 0.00535583277550162 0 0 -2.17195091180667 6.63136561667037 0.592339754229996 "3" "C"
"1978" "0" 6.90000009536743 "87085006" "LIMOGES" 402 2011-03-27 -0.00752420848894885 -12736.6954853569 -18310.8177620321 79.8266424295786 98.1711124995703 6.74140047535415 0 5.25230410695078 0.310994661550476 7.83161488841052 7.5030566106748 1014.24053281784 0.000224003425874039 0.0178012380158921 0 0 -5.701367033844 8.42611072649707 0.7272544792964 "3" "C"
"1979" "0" 7.80000019073486 "13054001" "MARIGNANE" 9 2011-03-28 -0.0101959242151111 -804686.0009951 -25419.1708107889 54.8504883124707 96.3058940398582 0 0 1.44023632722019 0 0.532499849796295 1.44023632722019 1014.63714425951 0 0.000706106911962926 0 0 1.21261083426408 6.79550684529988 1.70265524781291 "3" "N"
"1980" "0" 9 "14137001" "CARPIQUET" 67 2011-03-28 0.0208250866109301 -560559.290644543 51864.8562962354 90.7211924755901 98.4643425773139 3.80241581467923 0.65239668851756 7.77191657737825 2.63496151322523 7.23270819336176 7.88749980926514 1013.58131297522 0.115629292753313 0.00170703004608983 0 0 -2.18002506128748 7.80794863773056 1.86326733809655 "3" "S"
"1981" "0" 8.69999980926514 "20004002" "AJACCIO" 5 2011-03-28 -0.0150107124047738 -30149.7315928934 -37240.0409593588 91.8320597007891 96.8876368371866 3.08742675135726 0 0 0 7.95114604229457 3.08742675135726 1015.66667621936 8.1442633245393e-05 0.402129205443085 0 0 -6.61413751955115 11.7039314067530 1.03685499217211 "3" "S"
"1982" "0" 3.79999995231628 "21473001" "OUGES" 219 2011-03-28 0.00247073124762666 -633180.319351316 6501.67661976818 69.1838127780329 98.3959362086352 0.96098953766341 0 0 0 1.20307439284807 0.96098953766341 1015.74819976807 0.000608694783522876 3.66484307505735e-05 0 0 -0.522836720756463 5.65374268711605 0.368026883017419 "3" "C"
